SL-NVL:H7YY3DRX3230725:H7YY3DRX3:2:2101:11433:29935,TruSeq,100.00,10,0,0,27,36,9,18,0.002,19.9
SL-NVL:H7YY3DRX3230725:H7YY3DRX3:2:2101:12301:17785,index1,100.00,10,0,0,31,40,8,17,0.002,19.9
SL-NVL:H7YY3DRX3230725:H7YY3DRX3:2:2101:13557:25347,index1,100.00,33,0,0,10,42,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10004:11522,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10004:26929,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10013:14732,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10013:18552,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10013:27853,index1,100.00,33,0,0,12,44,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10013:32706,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10013:5932,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10013:6433,index1,100.00,33,0,0,10,42,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10022:22514,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10031:15890,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10031:1705,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
SL-NVX:H5HHKDRX3230608:H5HHKDRX3:2:2101:10031:17331,index1,100.00,33,0,0,13,45,1,33,1e-16,64.1
