S1	R1	1.25893	10124073684631638205
S1	R2	1.25893	462474856862611674
S1	R3	1.25893	12344792273111651101
S1	R4	1.25893	17599038792796532561
S1	R5	1.25893	10766974745067693166
S1	R6	1.25893	13207203408730286464
S1	R7	1.25893	3450978662037954895
S1	R8	1.25893	1302739656015968438
S1	R9	1.25893	6299042025802877765
S1	R10	1.25893	13985004301300104131
S2	R1	1.58489	13382800517831166164
S2	R2	1.58489	922484972584700645
S2	R3	1.58489	9518481143922199836
S2	R4	1.58489	1966730741329260152
S2	R5	1.58489	17835055772886466826
S2	R6	1.58489	14384621470617370512
S2	R7	1.58489	14261361978815939285
S2	R8	1.58489	4480095048136540952
S2	R9	1.58489	10372875452423367340
S2	R10	1.58489	370586771239521583
S3	R1	1.99526	9681528036359242198
S3	R2	1.99526	18004554004873931792
S3	R3	1.99526	3866431498915855368
S3	R4	1.99526	13470232997131425177
S3	R5	1.99526	3008143544128689338
S3	R6	1.99526	1409799613372954421
S3	R7	1.99526	4956953799822567530
S3	R8	1.99526	5689940935246721609
S3	R9	1.99526	8145909229416660244
S3	R10	1.99526	12970293912239120063
S4	R1	2.51189	17821309300203911084
S4	R2	2.51189	11386939570916644799
S4	R3	2.51189	18394510471884247217
S4	R4	2.51189	6781140540227183184
S4	R5	2.51189	13534951589892557342
S4	R6	2.51189	5006266086436736352
S4	R7	2.51189	11911883161679445259
S4	R8	2.51189	12389755560878027031
S4	R9	2.51189	11651946829947106858
S4	R10	2.51189	4220733318961983921
S5	R1	3.16228	14905888577511639331
S5	R2	3.16228	15079241194230307894
S5	R3	3.16228	15472697136582318010
S5	R4	3.16228	12393087062982592603
S5	R5	3.16228	1122790633834660179
S5	R6	3.16228	4839183924738140748
S5	R7	3.16228	11540968065925285990
S5	R8	3.16228	12643889494352221958
S5	R9	3.16228	10167551421995417721
S5	R10	3.16228	9219294939362222257
S6	R1	3.98107	11636995113635370916
S6	R2	3.98107	8591771510412910144
S6	R3	3.98107	2459529280753125607
S6	R4	3.98107	8134679099327207677
S6	R5	3.98107	10717418868955498492
S6	R6	3.98107	5072800524798021416
S6	R7	3.98107	5464483006500492266
S6	R8	3.98107	15981836442399574814
S6	R9	3.98107	8914940744349832517
S6	R10	3.98107	14351290303233275260
S7	R1	5.01187	11545158474917641481
S7	R2	5.01187	7019952077090178471
S7	R3	5.01187	11637869575812165672
S7	R4	5.01187	2822887560787116330
S7	R5	5.01187	1232507302012380426
S7	R6	5.01187	2061498462212861316
S7	R7	5.01187	11877047710613654805
S7	R8	5.01187	11516591866349845770
S7	R9	5.01187	10083996677033539510
S7	R10	5.01187	17192644715339114203
S8	R1	6.30957	7233074254012195211
S8	R2	6.30957	5327330568800671850
S8	R3	6.30957	5896445978318342609
S8	R4	6.30957	7150780983651563124
S8	R5	6.30957	4117870606611748320
S8	R6	6.30957	11647677104446007785
S8	R7	6.30957	17837507939121965550
S8	R8	6.30957	2565273141598144377
S8	R9	6.30957	10765592538284569772
S8	R10	6.30957	1094863014969899034
S9	R1	7.94328	2338552838001211415
S9	R2	7.94328	13844571433589804970
S9	R3	7.94328	17162717432493938694
S9	R4	7.94328	11061552368853409344
S9	R5	7.94328	18363336308689278907
S9	R6	7.94328	10235014045966666403
S9	R7	7.94328	10863980099781797890
S9	R8	7.94328	6248996964293934593
S9	R9	7.94328	14831324628730290929
S9	R10	7.94328	3859981627272914270
S10	R1	10	7387502280315995427
S10	R2	10	6434000696839116490
S10	R3	10	2882973314336512741
S10	R4	10	15460643866092894224
S10	R5	10	13202551436339863432
S10	R6	10	16878705837590702232
S10	R7	10	14926764399329911510
S10	R8	10	12985633745707925532
S10	R9	10	8397283486153204565
S10	R10	10	5046460046929404093
S11	R1	12.5893	7566999213695600959
S11	R2	12.5893	16610679544353575666
S11	R3	12.5893	12908895715090054817
S11	R4	12.5893	962459911188709189
S11	R5	12.5893	9159446989405626498
S11	R6	12.5893	8437070717157585958
S11	R7	12.5893	3302445925339515194
S11	R8	12.5893	3400167453043418119
S11	R9	12.5893	8472201670718473221
S11	R10	12.5893	1597107253861398618
S12	R1	15.8489	15592869931258775883
S12	R2	15.8489	9736781711212299657
S12	R3	15.8489	8953427466594823697
S12	R4	15.8489	9723700775528218637
S12	R5	15.8489	1284024791576588689
S12	R6	15.8489	18023791628558404067
S12	R7	15.8489	1259892845265496797
S12	R8	15.8489	3296211951794385723
S12	R9	15.8489	10073076371785486238
S12	R10	15.8489	10774844128409950379
S13	R1	19.9526	6210095667609621927
S13	R2	19.9526	6886452780039024862
S13	R3	19.9526	10448398676024512982
S13	R4	19.9526	3098676249796852040
S13	R5	19.9526	14346270683123107220
S13	R6	19.9526	14281982853245343277
S13	R7	19.9526	14735629251577740198
S13	R8	19.9526	2220399528103314480
S13	R9	19.9526	10813030695807169391
S13	R10	19.9526	11285938535115966033
S14	R1	25.1189	16145911793793444176
S14	R2	25.1189	13967987482371511693
S14	R3	25.1189	12921460906663215817
S14	R4	25.1189	12004132518997958637
S14	R5	25.1189	9875769549209800715
S14	R6	25.1189	3100805096895013311
S14	R7	25.1189	14514655866307990645
S14	R8	25.1189	1541862293513048663
S14	R9	25.1189	1803674195847523641
S14	R10	25.1189	6432827802557851304
S15	R1	31.6228	8758021544114754623
S15	R2	31.6228	4201836736538878851
S15	R3	31.6228	5775481439231365753
S15	R4	31.6228	2049849841100393773
S15	R5	31.6228	5672487269290672591
S15	R6	31.6228	127538180518874368
S15	R7	31.6228	5868979060942006716
S15	R8	31.6228	4669235600057514081
S15	R9	31.6228	8570220075954760685
S15	R10	31.6228	7946455773182998313
S16	R1	39.8107	7400640610730435438
S16	R2	39.8107	15631821106814551651
S16	R3	39.8107	16653607859792753069
S16	R4	39.8107	3853299517509921268
S16	R5	39.8107	14275278156038287178
S16	R6	39.8107	1786638995804015321
S16	R7	39.8107	286614626936696709
S16	R8	39.8107	13015487192074341115
S16	R9	39.8107	10353018508589243070
S16	R10	39.8107	15825690191805053570
S17	R1	50.1187	17911198662071439386
S17	R2	50.1187	2325825452964858610
S17	R3	50.1187	351114614446117372
S17	R4	50.1187	5642754918770645707
S17	R5	50.1187	12063440813179122860
S17	R6	50.1187	10909423968107692761
S17	R7	50.1187	11811219153368171475
S17	R8	50.1187	7447882726472432540
S17	R9	50.1187	16807790733574626883
S17	R10	50.1187	8037222418914781090
S18	R1	63.0957	13490097410163642445
S18	R2	63.0957	10470643635049167963
S18	R3	63.0957	12973593578731835570
S18	R4	63.0957	519583467576124157
S18	R5	63.0957	730006377746767379
S18	R6	63.0957	7598547488800394369
S18	R7	63.0957	15274782213377251373
S18	R8	63.0957	17901800368370376710
S18	R9	63.0957	5078839998520319322
S18	R10	63.0957	6720099868101991629
S19	R1	79.4328	6561064252374474030
S19	R2	79.4328	2543271018176843705
S19	R3	79.4328	1347271317318863393
S19	R4	79.4328	8263347831725484970
S19	R5	79.4328	15420445512588572101
S19	R6	79.4328	11884131001075496750
S19	R7	79.4328	532730725796695719
S19	R8	79.4328	15823468202513499965
S19	R9	79.4328	18146396857585339914
S19	R10	79.4328	14970702406615586936
S20	R1	100	599771570602259201
S20	R2	100	5305836900121833558
S20	R3	100	11147672443953875970
S20	R4	100	12482936523341085939
S20	R5	100	8442912380456551734
S20	R6	100	15976279024569581008
S20	R7	100	12675495662086532034
S20	R8	100	17491114272807301884
S20	R9	100	3146626851779789656
S20	R10	100	10872049790602330433
